name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude,provinsi
"MindHarmony Psychology • Psikoterapi, Psikotes dan Pelatihan",Psychologist,"mindharmony psychology • psikoterapi, psikotes dan pelatihan, blok w no, perumahan pondok jegu no.8, klutuk, kramat jegu, kec. taman, kabupaten sidoarjo, jawa timur 61257, indonesia",https://www.mindharmonyindonesia.com/,+62 813-3002-2535,0.0,252.0,112.633826,-7.377989,Jawa Timur
Biro Konsultasi Psikologi BBC,Psychologist,"biro konsultasi psikologi bbc, astonia park view, petul, domas, menganti, gresik regency, east java, indonesia",tidak diketahui,tidak diketahui,0.0,9.0,112.5634098,-7.2877329,Jawa Timur
Motiva Consulting Surabaya,Psychologist,"motiva consulting surabaya, jl. karah agung iii no.2-4, karah, jambangan, surabaya, east java 60232, indonesia",tidak diketahui,+62 812-5975-4006,5.0,55.0,112.7179023,-7.3120981,Jawa Timur
Klinik Psikologi Anak Kupompong,Psychologist,"klinik psikologi anak kupompong, jl. villa taman telaga ii blok tj 9 no.31, citraland, lakarsantri, surabaya, east java 60213, indonesia",tidak diketahui,+62 822-3377-9633,0.0,8.0,112.6524386,-7.2977661,Jawa Timur
Pelita Hati Therapy Centre,Psychologist,"pelita hati therapy centre, jl. gayungsari bar. xi blk. gd no.14, gayungan, surabaya, east java 60235, indonesia",tidak diketahui,+62 813-3422-4166,5.0,31.0,112.7192129,-7.3386889,Jawa Timur
Pelayanan Psikologi Airlangga Mas,Psychologist,"hp3f+x5g pelayanan psikologi airlangga mas, jl. yos sudarso, ketel, sidokumpul, kec. sidoarjo, kabupaten sidoarjo, jawa timur 61218, indonesia",tidak diketahui,+62 813-5767-2338,5.0,4.0,112.7229528,-7.4450616,Jawa Timur
"Praktek Psikolog Klinis Hasri Ardilla., S.Psi., M.Psi., Psikolog - Hasiera Consulting_Rumah Terapi ABK ARA",Psychologist,"praktek psikolog klinis hasri ardilla., s.psi., m.psi., psikolog - hasiera consulting_rumah terapi abk ara, perumahan merpati kehutanan, jl. ebony blk. c no.6, kabupaten sidoarjo, jawa timur 61253, indonesia",tidak diketahui,+62 878-6537-9102,5.0,1.0,112.7550576,-7.3648978,Jawa Timur
"Pusat Pelayanan Psikologi Terpadu ""JATI DIRI""",Psychologist,"pusat pelayanan psikologi terpadu ""jati diri"", jl. kedung asem no.105, kedung baruk, rungkut, surabaya, east java 60298, indonesia",tidak diketahui,+62 838-3108-9018,5.0,1.0,112.7757987,-7.3168098,Jawa Timur
Pusat Layanan Psikologi,Psychiatrist,"pusat layanan psikologi, jl. dinoyo, no. 42-44, keputran, kec. tegalsari, surabaya, jawa timur 60265, indonesia",tidak diketahui,+62 31 5678478,4.0,6.0,112.7453685,-7.2852749,Jawa Timur
BE PSYCHOLOGY (Biro Konsultasi Psikologi),Psychologist,"be psychology (biro konsultasi psikologi), regency, perumahan joloarto, blk. b no.9, manisrenggo, kec. kota, kota kediri, jawa timur 64129, indonesia",tidak diketahui,+62 815-1597-6097,0.0,20.0,112.0028485,-7.8500441,Jawa Timur
Lembaga Psikologi Terapan Wisnuwardhana,Psychologist,"lembaga psikologi terapan wisnuwardhana, jl. danau sentani raya no.99, madyopuro, kedungkandang, malang city, east java 65138, indonesia",tidak diketahui,+62 341 719296,5.0,1.0,112.6639359,-7.9778596,Jawa Timur
Psikolog Pendidikan Anak dan Remaja,Psychologist,"psikolog pendidikan anak dan remaja, jl. tenggilis mejoyo selatan vii no.a5, tenggilis mejoyo, surabaya, east java 60292, indonesia",tidak diketahui,+62 896-9195-8898,0.0,10.0,112.7586545,-7.3235909,Jawa Timur
PSDM Consulting - Psikolog Malang : Konsultasi | Psikotes | Rekrutmen & Seleksi | Training & Outbound,Psychologist,"psdm consulting - psikolog malang : konsultasi | psikotes | rekrutmen & seleksi | training & outbound, pemata jl. saxophone blok i8, jatimulyo, kec. lowokwaru, kota malang, jawa timur 65143, indonesia",http://kancamu.co/,+62 822-2867-9118,5.0,37.0,112.6102055,-7.9283335,Jawa Timur
Biro Psikologi Character,Psychologist,"biro psikologi character, griya permata gedangan, jl. griya permata gedangan l2 no.16 tahap 2, sikep, keboansikep, kec. gedangan, kabupaten sidoarjo, jawa timur 61254, indonesia",https://ciptaragamtalenta.com/,+62 812-1678-258,0.0,58.0,112.716297,-7.3858101,Jawa Timur
Psikolog.Kami ( MF Hakim Psikolog),Psychologist,"psikolog.kami ( mf hakim psikolog), 3 2 no 12 13, jl. raya semambung, semambung kidul, semambung, kec. wonoayu, kabupaten sidoarjo, jawa timur 61261, indonesia",tidak diketahui,+62 882-0093-00703,5.0,2.0,112.6073452,-7.4388547,Jawa Timur
Biro Psikologi Teratai Mas,Psychologist,"biro psikologi teratai mas, no. 4, blok d6, jl. nginden intan tim. x no.12, ngenden jangkungan, sukolilo, surabaya, east java 60118, indonesia",tidak diketahui,+62 896-9894-6901,0.0,14.0,112.7706909,-7.3047004,Jawa Timur
"Klinik Psikologi Dini Fidyanti Devi, S.Psi., M.Psi., Psikolog",Psychologist,"klinik psikologi dini fidyanti devi, s.psi., m.psi., psikolog, krajan selatan grand bromo village h11/10, krajan selatan, sumber porong, lawang, malang regency, east java 65216, indonesia",tidak diketahui,+62 888-0376-4800,5.0,2.0,112.7243179,-7.8273972,Jawa Timur
ASCA ELPIDA (Biro Layanan Psikologi & Konseling),Psychologist,"asca elpida (biro layanan psikologi & konseling), dr. wahidin sh, perum alam bukit raya blok a4/1, dahanrejo, kembangan, kec. kebomas, kabupaten gresik, jawa timur 61124, indonesia",tidak diketahui,+62 852-3100-6330,5.0,23.0,112.605085,-7.1626357,Jawa Timur
Phylia Psychology and Training Institute,Psychologist,"phylia psychology and training institute, perumahan sulfat green land no.c4, pandanwangi, blimbing, malang city, east java 65125, indonesia",http://psikologi-online.com/,+62 812-2231-3551,0.0,230.0,112.6547544,-7.9645499,Jawa Timur
Ponorogo Psikologi Center,Psychologist,"ponorogo psikologi center, jln ir. h juanda pertokoan jeruksing, tonatan, kec. ponorogo, kabupaten ponorogo, jawa timur 63418, indonesia",tidak diketahui,+62 822-6090-1900,5.0,22.0,111.4923549,-7.8713294,Jawa Timur
"Praktik Psikolog Indah Nadzifah H., M.Psi., Psikolog. (Biro Psikologi Brillian Potensia)",Psychologist,"praktik psikolog indah nadzifah h., m.psi., psikolog. (biro psikologi brillian potensia), nglegok, wates, kec. sumbergempol, kabupaten tulungagung, jawa timur, indonesia",tidak diketahui,+62 857-3677-4456,5.0,3.0,111.9468517,-8.1343779,Jawa Timur
"Praktik Psikolog Klinis S. Ayu Nawangsari, M.Psi., Psikolog",Psychologist,"praktik psikolog klinis s. ayu nawangsari, m.psi., psikolog, jalan bima no.3, rt.02/rw.06, krajan selatan, kampungbaru, kec. tanjunganom, kabupaten nganjuk, jawa timur 64483, indonesia",tidak diketahui,+62 857-3163-9659,5.0,11.0,112.0138067,-7.6503039,Jawa Timur
Psikolog Gresik,Psychologist,"psikolog gresik, jl. penganden residence no.kavling 7, peganden, kec. manyar, kabupaten gresik, jawa timur 61151, indonesia",https://inigresik.com/rekomendasi-dokter-psikologi-di-daerah-gresik-dan-sekitarnya/,+62 878-1951-7888,5.0,1.0,112.5998972,-7.124867,Jawa Timur
Layanan Psikologi INSPIRASI Tuban,Psychologist,"32wr+9ff layanan psikologi inspirasi tuban, gang gg. kos-kosan, bukit karang, karang, kec. semanding, kabupaten tuban, jawa timur 62314, indonesia",tidak diketahui,+62 813-5790-7640,5.0,13.0,112.0411786,-6.9040563,Jawa Timur
Layanan psikologi terpadu LarasAti PsychoCare,Psychologist,"layanan psikologi terpadu larasati psychocare, jl. raya medayu utara no.5, medokan ayu, kec. rungkut, surabaya, jawa timur 60295, indonesia",tidak diketahui,tidak diketahui,0.0,12.0,112.7984659,-7.3221279,Jawa Timur
PT. BERLIAN Psychology Care,Psychologist,"pt. berlian psychology care, jl. durian, mangiran, lamong, kec. badas, kabupaten kediri, jawa timur 64216, indonesia",https://betihidayati.blogspot.com/?m=1,+62 857-4686-7151,5.0,33.0,112.2056452,-7.7511771,Jawa Timur
Biro Psikologi Mico,Psychologist,"biro psikologi mico, perumahan kurnia asri blok b 28, banjar dowo, kec. jombang, kabupaten jombang, jawa timur 61419, indonesia",tidak diketahui,+62 878-5543-5418,0.0,28.0,112.206428,-7.5268822,Jawa Timur
humility biro psikologi,Psychologist,"humility biro psikologi, perum pepelegi indah, jl. lawu no.9, kabupaten sidoarjo, jawa timur 61256, indonesia",tidak diketahui,+62 858-5976-0030,5.0,28.0,112.72633,-7.3654998,Jawa Timur
Brilian Psikologi,Psychologist,"brilian psikologi, perum pondok maritim, ruko pondok maritim blok w 24 a, balas klumprik, wiyung, surabaya, east java 60222, indonesia",http://www.brilianpsikologi.id/,+62 822-3062-6147,0.0,14.0,112.6885563,-7.3276363,Jawa Timur
Biro Psikologi Baeks Madiun,Psychologist,"biro psikologi baeks madiun, jalan diponegoro no. 56 kompleks pertokoan unit g, oro-oro ombo, kec. kartoharjo, kota madiun, jawa timur 63119, indonesia",tidak diketahui,+62 852-3010-3342,0.0,11.0,111.5296348,-7.6234743,Jawa Timur
Psychosense Training & Consulting,Psychologist,"psychosense training & consulting, jl. arjuno no.26, kauman, klojen, malang city, east java 65119, indonesia",http://psychosense.com/,+62 852-3196-0102,0.0,10.0,112.6276695,-7.9775826,Jawa Timur
Pusat Layanan Psikologi Universitas Katolik Widya Mandala Surabaya,Psychologist,"pusat layanan psikologi universitas katolik widya mandala surabaya, jl. mojopahit no.4, keputran, kec. tegalsari, surabaya, jawa timur 60265, indonesia",https://ukwms.ac.id/unit-kerja/plp/,+62 31 5678478,0.0,6.0,112.744184,-7.280711,Jawa Timur
Hasiera Consulting,Psychologist,"praktek psikolog hasri ardilla, s.psi., m.psi., psikolog (hasiera consulting) dan rumah terapi anak berkebutuhan khusus, ahsana madinah regency b-26, sooko, kec. sooko, kabupaten mojokerto, jawa timur 61361, indonesia",tidak diketahui,+62 878-6537-9102,5.0,13.0,112.4219068,-7.4946868,Jawa Timur
Biro Piskologi Lisa Mitra Mandiri,Psychologist,"biro piskologi lisa mitra mandiri, i, jl. sidosermo i no.10, jagir, kec. wonokromo, surabaya, jawa timur 60244, indonesia",tidak diketahui,+62 31 8437854,5.0,108.0,112.7495706,-7.3068328,Jawa Timur
Althea Psychology,Psychologist,"althea psychology, jl. ijen nirwana residence cluster green leaf no.d6-1, bareng, klojen, malang city, east java 65116, indonesia",https://linktr.ee/altheapsychology,+62 823-3668-8080,5.0,98.0,112.6190831,-7.9810905,Jawa Timur
RH Prima Psychology,Psychologist,"rh prima psychology, gg. i no.23, latsari, kec. tuban, kabupaten tuban, jawa timur 62314, indonesia",tidak diketahui,+62 813-3573-0312,5.0,2.0,112.0466685,-6.892033,Jawa Timur
Mutiara Hati Counseling Center,Psychotherapist,"mutiara hati counseling center, raya 68a, drenges., jl. ngronggot-kertosono, sambijajar, yuwono, kec. kertosono, kabupaten nganjuk, jawa timur 64315, indonesia",tidak diketahui,+62 821-3778-0022,0.0,24.0,112.0981746,-7.6169318,Jawa Timur
Layanan Psikologi EHCP.ID,Psychotherapist,"gp92+3j5 layanan psikologi ehcp.id, waras, sugihwaras, kec. candi, kabupaten sidoarjo, jawa timur 61271, indonesia",https://www.instagram.com/p/Ce74zJDvU0f/?igshid=YmMyMTA2M2Y=,tidak diketahui,5.0,5.0,112.7014581,-7.482078,Jawa Timur
Griya Pulih Asih,Psychologist,"griya pulih asih, jl. raya tenggilis mejoyo no.ka 12, tenggilis mejoyo, surabaya, east java 60292, indonesia",http://www.griyapulihasih.com/,+62 857-9115-2570,0.0,16.0,112.7635824,-7.317297,Jawa Timur
Lembaga Psikologi Darul Ulum (Lapsidu),Psychologist,"lembaga psikologi darul ulum (lapsidu), unnamed road, wonokerto selatan, peterongan, jombang regency, east java 61481, indonesia",tidak diketahui,+62 812-8001-3775,0.0,8.0,112.2751414,-7.5436445,Jawa Timur
CONQUERA PSIKOLOGI,Psychologist,"conquera psikologi, jl. raya simo gunung no.12 a, putat jaya, sawahan, surabaya, east java 60254, indonesia",http://www.conquerapsikologi.com/,+62 31 5621177,0.0,15.0,112.7104258,-7.2752767,Jawa Timur
"Praktik Psikolog Rizky Aulia Fitriana, M.Psi., Psikolog",Psychologist,"praktik psikolog rizky aulia fitriana, m.psi., psikolog, jl. banaran no.6, banaran, kec. pesantren, kota kediri, jawa timur 64133, indonesia",tidak diketahui,+62 858-1259-2685,5.0,7.0,112.0316045,-7.8299471,Jawa Timur
Biro Psikologi Santya Anggraini,Psychologist,"biro psikologi santya anggraini, perum. gkb, jl. brotonegoro barat no.112, karanggondang, yosowilangun, kec. manyar, kabupaten gresik, jawa timur 61151, indonesia",tidak diketahui,+62 812-3220-3693,5.0,1.0,112.6111695,-7.1475744,Jawa Timur
"Praktek Psikologi Oky Niassafitri, S.Psi, M.Si, M.Psi, Psikolog",Psychologist,"8gjf+pwg praktek psikologi oky niassafitri, s.psi, m.si, m.psi, psikolog, jl. kebonsari, pulo, kaibon, kec. geger, kabupaten madiun, jawa timur 63171, indonesia",tidak diketahui,tidak diketahui,5.0,2.0,111.5248339,-7.6681796,Jawa Timur
Psikolog,Mental health clinic,"psikolog, jl. abdul wahab no.19. rt 1 rw 1 kepuh, kepuh, kepuhkemiri, kec. tulangan, kabupaten sidoarjo, jawa timur 61273, indonesia",https://sites.google.com/view/mico-sidoarjo-rumah-psikolog/halaman-muka,+62 856-5595-5995,1.0,1.0,112.6434319,-7.4524352,Jawa Timur
Biro Psikologi Benedictio,Mental health clinic,"biro psikologi benedictio, perum alam nirwana, jl. bend. sigura - gura bar. ii no.kav 20, karangbesuki, sukun, malang city, east java 65149, indonesia",tidak diketahui,+62 898-0530-097,5.0,3.0,112.6068784,-7.9566023,Jawa Timur
"Shankara Psikologi (Praktek Psikolog Afitria Rizkiana, M.Psi., Psikolog)",Psychologist,"shankara psikologi (praktek psikolog afitria rizkiana, m.psi., psikolog), jl. niken gandini no.48, singosaren, kec. ponorogo, kabupaten ponorogo, jawa timur 63417, indonesia",tidak diketahui,+62 857-9036-8999,5.0,1.0,111.4960509,-7.8556718,Jawa Timur
BIRO KONSULTASI PSIKOLOGI JIWA MANDIRI SURABAYA,Psychologist,"biro konsultasi psikologi jiwa mandiri surabaya, jl. platuk donomulyo no.3/29, sidotopo wetan, kec. kenjeran, surabaya, jawa timur 60128, indonesia",tidak diketahui,+62 822-3030-5745,4.0,3.0,112.765431,-7.230572,Jawa Timur
Grahita Indonesia Kediri,Psychologist,"grahita indonesia kediri, jl. moh. hatta no.529, senggung, pisang, kec. patianrowo, kabupaten nganjuk, jawa timur 64315, indonesia",tidak diketahui,+62 852-3368-0748,5.0,1.0,112.1002081,-7.5787635,Jawa Timur
Rumah Psikologi Trenggalek,Psychologist,"xp35+wm8 rumah psikologi trenggalek, klampisan, surodakan, kec. trenggalek, kabupaten trenggalek, jawa timur 66316, indonesia",tidak diketahui,+62 812-3406-3163,5.0,4.0,111.7091953,-8.0452198,Jawa Timur
"Psikolog Klinis Devi A Susilo, BA., M.Psi., Psikolog",Psychologist,"psikolog klinis devi a susilo, ba., m.psi., psikolog, sub co spazio 525b, spazio building 1st floor, jl. mayjend. jonosewojo no.kav 3, pradahkalikendal, kec. dukuhpakis, surabaya, jawa timur 60226, indonesia",tidak diketahui,tidak diketahui,5.0,1.0,112.6777008,-7.2892075,Jawa Timur
Biro Psikologi Explorasi,Psychologist,"biro psikologi explorasi, perum griya tirta aji, blok j no.01, bakalankrajan, kec. sukun, kota malang, jawa timur 65148, indonesia",tidak diketahui,+62 856-4973-3178,5.0,14.0,112.6042457,-8.0035437,Jawa Timur
Biro Psikologi Inovasia,Psychologist,"biro psikologi inovasia, jl. gunungsari indah no.44 blok ee, kedurus, kec. karangpilang, surabaya, jawa timur 60223, indonesia",https://bipsi.id/,+62 812-2944-8540,5.0,17.0,112.7025204,-7.3182089,Jawa Timur
Griya Layanan Psikologi Cahyaning Perwita,Mental health service,"griya layanan psikologi cahyaning perwita, jl. suratan amd no.9, mergelo, kranggan, kec. prajurit kulon, kota mojokerto, jawa timur 61321, indonesia",https://instagram.com/cahyaningperwita.idn,+62 857-7773-7393,5.0,7.0,112.4341173,-7.4738701,Jawa Timur
LOGIKA KIDS & TULIP PSIKOLOGI LAMONGAN,Psychologist,"38cx+5px logika kids & tulip psikologi lamongan, jalan raya, asem, payaman, kec. solokuro, kabupaten lamongan, jawa timur 62265, indonesia",tidak diketahui,+62 895-4183-14894,5.0,71.0,112.3493762,-6.9294574,Jawa Timur
Rumah Terapi Kuncup Bunga Harapan,Psychologist,"rumah terapi kuncup bunga harapan, perumahan firdaus mansion, blk. i no.6, pulo lor, kec. jombang, kabupaten jombang, jawa timur 61419, indonesia",https://bit.ly/rumahterapiKBH,+62 895-7010-00880,0.0,20.0,112.2193958,-7.5463485,Jawa Timur
Biro Psikologi Lentera,Psychologist,"biro psikologi lentera, jl. bend. sampean baru no.c5, sumbersari, kec. lowokwaru, kota malang, jawa timur 65149, indonesia",https://www.instagram.com/biropsikologi_lentera/,+62 821-3240-2655,0.0,8.0,112.6071296,-7.9563236,Jawa Timur
Psikoterapi Dan Hypnoterapi Madiun,Psychotherapist,"psikoterapi dan hypnoterapi madiun, jl. lambang sari iv d5 no. 13, sogaten, mangu harjo, kota madiun, jawa timur 63152, sogaten, kec. manguharjo, kota madiun, jawa timur 63125, indonesia",https://neuro-indonesia.com/,+62 812-3401-1292,5.0,24.0,111.5209238,-7.60876,Jawa Timur
Psytech - Yoga Barata Psikolog,Psychologist,"psytech - yoga barata psikolog, jl. achmad yani gg. ii no.21, blimbing, kec. blimbing, kota malang, jawa timur 65126, indonesia",http://www.mastershadow.com/,+62 899-0341-999,5.0,50.0,112.6438109,-7.9405423,Jawa Timur
"Praktik Psikolog Klinis Harum W., M.Psi., Psikolog",Psychologist,"praktik psikolog klinis harum w., m.psi., psikolog, jl. supriyadi no.26, kauman, kec. nganjuk, kabupaten nganjuk, jawa timur 64411, indonesia",tidak diketahui,+62 895-8099-60009,5.0,8.0,111.9005368,-7.6030942,Jawa Timur
Layanan Psikologi Difergent Consulting,Psychologist,"layanan psikologi difergent consulting, tambakrejo 12, kabupaten sidoarjo, jawa timur 61256, indonesia",http://www.difergentconsulting.com/,+62 812-1697-7078,0.0,8.0,112.771564,-7.3521585,Jawa Timur
Biro Psikologi Ariva Consulta,Psychologist,"biro psikologi ariva consulta, jl. haji syukur v gg. mawar no.5, rt.25/rw.11, dusun bono, sedati gede, sedati, sidoarjo regency, east java 61253, indonesia",tidak diketahui,+62 858-5717-6646,5.0,75.0,112.7509155,-7.3715214,Jawa Timur
Biro Analisa Sidik Jari & Psikolog,Psychologist,"biro analisa sidik jari & psikolog ( penanggung jawab : ir.arief yunarto,ak,m.psi ), perum griya tirtoudan permai blok a no. 22, tosaren, kec. pesantren, kabupaten kediri, jawa timur 64129, indonesia",tidak diketahui,+62 813-5947-3665,5.0,6.0,112.0208622,-7.8347746,Jawa Timur
Biro Psikologi Humanity - Sidoarjo,Psychologist,"biro psikologi humanity - sidoarjo, jl. sempati no.62a, semambung, kec. gedangan, kabupaten sidoarjo, jawa timur 61254, indonesia",tidak diketahui,+62 858-5935-7791,4.0,5.0,112.73731,-7.3748377,Jawa Timur
BIRO PSIKOLOGI PELITA KASIH THERAPY CENTER,Psychologist,"biro psikologi pelita kasih therapy center, blok mm-96, jl. babatan pratama xvi, babatan, wiyung, surabaya, east java 60227, indonesia",tidak diketahui,+62 821-3284-0505,0.0,3.0,112.6819023,-7.3180599,Jawa Timur
Klinik Konseling dan Hipnoterapi Nicolas Han,Psychotherapist,"klinik konseling dan hipnoterapi nicolas han di kota malang, jl. suropati gg. 1 no.5, klojen, malang city, east java 65111, indonesia",http://klinik.cahyabuana.co.id/,tidak diketahui,0.0,6.0,112.6346723,-7.9742817,Jawa Timur
PKLP Psikologi UBAYA,Psychologist,"mqj9+39r pklp psikologi ubaya, kali rungkut, rungkut, surabaya, east java 60293, indonesia",tidak diketahui,tidak diketahui,0.0,5.0,112.7684031,-7.3197736,Jawa Timur
"1.R.Psikologi, 2.R.Dahlia, 3.R.Tulip",Mental health clinic,"4f55+pv7 1.r.psikologi, 2.r.dahlia, 3.r.tulip, krandegan, kepatihan, kec. ponorogo, kabupaten ponorogo, jawa timur 63451, indonesia",tidak diketahui,tidak diketahui,0.0,3.0,111.4596663,-7.8907114,Jawa Timur
Psikolog Blitar,Psychologist,"psikolog blitar, ngadipuro, sumberjo, kec. sanankulon, kabupaten blitar, jawa timur, indonesia",tidak diketahui,+62 813-3290-2212,0.0,5.0,112.1513236,-8.0735613,Jawa Timur
Jurusan Psikologi Universitas Brawijaya,Psychologist,"jurusan psikologi universitas brawijaya, jl. veteran, ketawanggede, lowokwaru, malang city, east java 65145, indonesia",http://psikologi.ub.ac.id/,+62 341 575755,0.0,14.0,112.6119212,-7.9504006,Jawa Timur
Rumah Psikolog & Hipnoterapi Kediri,Psychotherapist,"rumah psikolog & hipnoterapi kediri, jl. ciliwung, darungan, kec. pare, kabupaten kediri, jawa timur, indonesia",tidak diketahui,+62 857-0800-8080,5.0,10.0,112.1595968,-7.7716427,Jawa Timur
Tes Minat Bakat Psikologi STIFIn Sidoarjo,Psychologist,"tes minat bakat psikologi stifin sidoarjo, jl. kolonel sugiono no.116, krajan wetan, kureksari, kec. waru, kabupaten sidoarjo, jawa timur 61256, indonesia",tidak diketahui,+62 858-5400-1561,5.0,7.0,112.7367931,-7.356669,Jawa Timur
Psikolog berkendara,Psychologist,"psikolog berkendara, jalan dokter soetomo no.17, lumpangbolong, dermo, kec. bangil, pasuruan, jawa timur 67153, indonesia",tidak diketahui,tidak diketahui,0.0,2.0,112.7949459,-7.6038587,Jawa Timur
Griya Hipnoterapi ANS (Al Huda Nurus Syifa),Mental health clinic,"griya hipnoterapi ans (al huda nurus syifa), perumahan najwa regency no 14, rt.12/rw.03, lumbang, swocangkring, kec. wonoayu, kabupaten sidoarjo, jawa timur 61261, indonesia",tidak diketahui,+62 823-4146-4441,5.0,37.0,112.6511515,-7.4207829,Jawa Timur
Lazuardi,Psychologist,"lazuardi, jl. mataraman no.1, kepanjen kidul, kec. kepanjenkidul, kota blitar, jawa timur 66117, indonesia",tidak diketahui,+62 858-9591-1113,0.0,10.0,112.1661425,-8.1006905,Jawa Timur
Biro Psikologi Talenta Mulia,Psychologist,"biro psikologi talenta mulia, jl. gadung no.5, margomulyo, wage, kec. taman, kabupaten sidoarjo, jawa timur 60257, indonesia",tidak diketahui,+62 813-3221-4400,5.0,8.0,112.7083064,-7.3741781,Jawa Timur
Biro Psikologi Ruhuns,Psychologist,"biro psikologi ruhuns, pp darul ulum, bustan ruhun's komplek, jl. kh. rifai romly, kec. peterongan, kabupaten jombang, jawa timur, indonesia",tidak diketahui,+62 812-3153-5449,5.0,1.0,112.2739384,-7.5451266,Jawa Timur
Padepokan sepiritual candi baru,Psychologist,"gpc6+7xp padepokan sepiritual candi baru, rt.04/rw.01, candi sayang, candi, kec. candi, kabupaten sidoarjo, jawa timur 61271, indonesia",tidak diketahui,+62 895-3422-71820,5.0,1.0,112.7124399,-7.4792866,Jawa Timur
TULIP PSIKOLOGI CABANG LAMONGAN,Psychologist,"39m3+q44 tulip psikologi cabang lamongan, palirangan, payaman, solokuro, lamongan regency, east java 62265, indonesia",tidak diketahui,+62 852-3652-1663,5.0,4.0,112.3528309,-6.9156306,Jawa Timur
Lembaga Psikologi PT. Musa Berjaya Perkasa,Psychologist,"lembaga psikologi pt. musa berjaya perkasa, jl. raya teuku umar no.32, rt.002/rw.003, kemayoran, kec. bangkalan, kabupaten bangkalan, jawa timur 69116, indonesia",tidak diketahui,tidak diketahui,5.0,1.0,112.7405384,-7.0401923,Jawa Timur
Flourish Psychology Center,Psychologist,"flourish psychology center, jl. muria jl. pepelegi indah no.35, pepe, pepelegi, kec. waru, kabupaten sidoarjo, jawa timur 61256, indonesia",tidak diketahui,+62 812-2968-5957,0.0,27.0,112.7252749,-7.3644796,Jawa Timur
Pusat Studi Psikologi Sains,Psychotherapist,"2jxw+3r5 pusat studi psikologi sains, purwantoro, kec. blimbing, kota malang, jawa timur, indonesia",tidak diketahui,tidak diketahui,5.0,3.0,112.6470989,-7.9523566,Jawa Timur
Langkahati - Layanan Psikologi,Psychologist,"langkahati - layanan psikologi, grand, permata jingga 1st avenue no.40, keduyo, mangliawan, pakis, malang regency, east java 65154, indonesia",http://langkahati.com/,+62 812-4986-4700,5.0,11.0,112.6680095,-7.9602331,Jawa Timur
Psychology Consultation Bureau Tjiptoning,Psychologist,"psychology consultation bureau tjiptoning, jl. kupang jaya no.77 blok a-2, simomulyo, kec. sukomanunggal, surabaya, jawa timur 60281, indonesia",tidak diketahui,+62 31 7312012,0.0,7.0,112.7041219,-7.2748418,Jawa Timur
"Praktik Mandiri Psikolog Klinis ""Kaca Hati"" Shinfani Rodhiyani, S.Psi., M.Psi., Psikolog",Psychologist,"praktik mandiri psikolog klinis ""kaca hati"" shinfani rodhiyani, s.psi., m.psi., psikolog, jl. pare kandangan no.22, semanding, tertek, kec. pare, kabupaten kediri, jawa timur 64215, indonesia",https://www.instagram.com/kacahati.psi?igsh=YXUwcXExN20xaGQ=,+62 857-4574-4606,5.0,4.0,112.2095996,-7.7805556,Jawa Timur
"Wini Agus Doctor, Psychiatrist",Psychiatrist,"wini agus doctor, psychiatrist, jl. banyu urip no.106, kupang krajan, sawahan, surabaya, east java 60254, indonesia",tidak diketahui,+62 812-3173-425,0.0,29.0,112.7235153,-7.2717619,Jawa Timur
Dinas Psikologi TNI AL,Psychologist,"dinas psikologi tni al, jl. raya bandara juanda no.km 1, semambung, kec. gedangan, kabupaten sidoarjo, jawa timur, indonesia",tidak diketahui,+62 822-3710-0079,0.0,15.0,112.7370104,-7.3791058,Jawa Timur
HIMPSI MALANG,Psychologist,"3hhw+h8h himpsi malang, jl. raya tlogomas, dusun rambaan, landungsari, kec. dau, kota malang, jawa timur 65144, indonesia",tidak diketahui,tidak diketahui,5.0,1.0,112.5958504,-7.9210537,Jawa Timur
Biro Psikologi Insan Kamil,Psychologist,"biro psikologi insan kamil, jalan simpang danau yamur no.48, keduyo, sawojajar, kec. pakis, kota malang, jawa timur 65154, indonesia",tidak diketahui,+62 341 7005065,5.0,1.0,112.665093,-7.971048,Jawa Timur
Yayasan Praktek Psikolog Indonesia Cabang Sidoarjo,Psychologist,"yayasan praktek psikolog indonesia cabang sidoarjo, urban space office, ruko heavenland park, jl. the golden gate jalan lingkar timur no.bb - 26, ngemplak, klurak, candi, sidoarjo regency, east java 61271, indonesia",https://praktekpsikolog.com/,+62 878-8718-4585,5.0,1.0,112.7267576,-7.4812379,Jawa Timur
Edlina Psychology Center,Psychologist,"edlina psychology center, jl. rungkut harapan blk. a no.19, kali rungkut, kec. rungkut, surabaya, jawa timur 60293, indonesia",https://l.instagram.com/?u=https%3A%2F%2Flinktr.ee%2Fedlinapsychologycenter%3Ffbclid%3DPAZXh0bgNhZW0CMTEAAabhUfeEDOrtnHHObIo6D92PkaHWYPU-Xa8R06voaFMxkN_Cr0D4TRDJMRI_aem_aj7ofM4fJYaDiTceI7vgyQ&e=AT1IiGdhFYwtqS2sXJI8L2M1fTAhUOqyTWLAgCFr2GFGCIb9kpjo5DS8qbTG87umnkuxwV9DLb8Kr0hcH_gWFuQmjedl92hOoxg6TjM,+62 822-3347-7411,5.0,5.0,112.7796687,-7.3245957,Jawa Timur
Exensia,Psychologist,"exensia, jl. lb. arum timur no.19, gading, tambaksari, surabaya, east java 60134, indonesia",http://www.exensia.com/,+62 31 3813956,0.0,31.0,112.781475,-7.249854,Jawa Timur
